step_uid,case_external_id,step_number,step_action_raw,step_expected_raw,mapped_keyword_id,mapping_confidence,mapping_notes,mapping_status
CCU-232121-1,CCU-232121,1,查看 APP,APP LIGHT6 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232122-1,CCU-232122,1,查看 APP,APP LIGHT7 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232123-1,CCU-232123,1,查看 APP,APP LIGHT8 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232124-1,CCU-232124,1,查看 APP,APP CLIMATE CONTROL 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232125-1,CCU-232125,1,查看 APP,APP AWNING1 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232126-1,CCU-232126,1,查看 APP,APP AWNING2 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232127-1,CCU-232127,1,查看 APP,APP SLIDE1 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232128-1,CCU-232128,1,查看 APP,APP SLIDE2 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232129-1,CCU-232129,1,查看 APP,APP SLIDE3 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232130-1,CCU-232130,1,查看 APP,APP SLIDE4 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232131-1,CCU-232131,1,查看 APP,APP SLIDE5 無顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-210201-1,CCU-210201,1,步驟 1: power on device | 預期結果: MIC LED Green display normally,測試通過,,,,unmapped
CCU-210202-1,CCU-210202,1,enter setting,setting page display normally,,,,unmapped
CCU-210202-2,CCU-210202,2,setting scan,scan normally,,,,unmapped
CCU-231419-1,CCU-231419,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD FRESH 水位在高,,,,unmapped
CCU-231420-1,CCU-231420,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,LCD FRESH 水位在中,,,,unmapped
CCU-231421-1,CCU-231421,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,LCD FRESH 水位在低,,,,unmapped
CCU-231422-1,CCU-231422,1,1.實體線路操作水位偵測地線放入水瓶中,LCD FRESH 水位是空的顯示 [ empty ],,,,unmapped
CCU-231423-1,CCU-231423,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android FRESH 水位在高,,,,unmapped
CCU-231424-1,CCU-231424,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android FRESH 水位在中,,,,unmapped
CCU-231425-1,CCU-231425,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android FRESH 水位在低,,,,unmapped
CCU-231426-1,CCU-231426,1,1.實體線路操作水位偵測地線放入水瓶中,Android FRESH 水位是空的顯示 [ empty ],,,,unmapped
CCU-231427-1,CCU-231427,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS FRESH 水位在高,,,,unmapped
CCU-231428-1,CCU-231428,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS FRESH 水位在中,,,,unmapped
CCU-231429-1,CCU-231429,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS FRESH 水位在低,,,,unmapped
CCU-231430-1,CCU-231430,1,1.實體線路操作水位偵測地線放入水瓶中,iOS FRESH 水位是空的顯示 [ empty ],,,,unmapped
CCU-231491-1,CCU-231491,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 FRESH 水位在高 [ 藍色燈 ],,,,unmapped
CCU-231492-1,CCU-231492,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 FRESH 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231493-1,CCU-231493,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 FRESH 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231494-1,CCU-231494,1,1.實體線路操作水位偵測地線放入水瓶中,面板 FRESH 水位是空的顯示 [ 紅色燈 ],,,,unmapped
CCU-231431-1,CCU-231431,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,APP GRAY_1 水位在高 顯示 Full,,,,unmapped
CCU-231432-1,CCU-231432,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD GRAY_1 水位在高,,,,unmapped
CCU-231433-1,CCU-231433,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,LCD GRAY_1 水位在中,,,,unmapped
CCU-231434-1,CCU-231434,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,LCD GRAY_1 水位在低,,,,unmapped
CCU-231435-1,CCU-231435,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_1 水位在高 顯示 Full,,,,unmapped
CCU-231436-1,CCU-231436,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_1 水位在高,,,,unmapped
CCU-231437-1,CCU-231437,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android GRAY_1 水位在中,,,,unmapped
CCU-231438-1,CCU-231438,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android GRAY_1 水位在低,,,,unmapped
CCU-231439-1,CCU-231439,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_1 水位在高 顯示 Full,,,,unmapped
CCU-231440-1,CCU-231440,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_1 水位在高,,,,unmapped
CCU-231441-1,CCU-231441,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS GRAY_1 水位在中,,,,unmapped
CCU-231442-1,CCU-231442,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS GRAY_1 水位在低,,,,unmapped
CCU-231496-1,CCU-231496,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 GRAY_1 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231497-1,CCU-231497,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 GRAY_1 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231498-1,CCU-231498,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 GRAY_1 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231499-1,CCU-231499,1,1.實體線路操作水位偵測地線放入水瓶中,面板 GRAY_1 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231443-1,CCU-231443,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD BLACK_1 水位在高 顯示 Full,,,,unmapped
CCU-231444-1,CCU-231444,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD BLACK_1 水位在高,,,,unmapped
CCU-231445-1,CCU-231445,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,LCD BLACK_1 水位在中,,,,unmapped
CCU-231446-1,CCU-231446,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,LCD BLACK_1 水位在低,,,,unmapped
CCU-231447-1,CCU-231447,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android BLACK_1 水位在高 顯示 Full,,,,unmapped
CCU-231448-1,CCU-231448,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android BLACK_1 水位在高,,,,unmapped
CCU-231449-1,CCU-231449,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android BLACK_1 水位在中,,,,unmapped
CCU-231450-1,CCU-231450,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android BLACK_1 水位在低,,,,unmapped
CCU-231451-1,CCU-231451,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS BLACK_1 水位在高 顯示 Full,,,,unmapped
CCU-231452-1,CCU-231452,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS BLACK_1 水位在高,,,,unmapped
CCU-231453-1,CCU-231453,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS BLACK_1 水位在中,,,,unmapped
CCU-231454-1,CCU-231454,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS BLACK_1 水位在低,,,,unmapped
CCU-231500-1,CCU-231500,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 BLACK_1 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231501-1,CCU-231501,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 BLACK_1 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231502-1,CCU-231502,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 BLACK_1 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231503-1,CCU-231503,1,1.實體線路操作水位偵測地線放入水瓶中,面板 BLACK_1 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231455-1,CCU-231455,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD GRAY_2 水位在高 顯示 Full,,,,unmapped
CCU-231456-1,CCU-231456,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD GRAY_2 水位在高,,,,unmapped
CCU-231457-1,CCU-231457,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,LCD GRAY_2 水位在中,,,,unmapped
CCU-231458-1,CCU-231458,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,LCD GRAY_2 水位在低,,,,unmapped
CCU-231459-1,CCU-231459,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_2 水位在高 顯示 Full,,,,unmapped
CCU-231460-1,CCU-231460,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_2 水位在高,,,,unmapped
CCU-231461-1,CCU-231461,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android GRAY_2 水位在中,,,,unmapped
CCU-231462-1,CCU-231462,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android GRAY_2 水位在低,,,,unmapped
CCU-231463-1,CCU-231463,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_2 水位在高 顯示 Full,,,,unmapped
CCU-231464-1,CCU-231464,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_2 水位在高,,,,unmapped
CCU-231465-1,CCU-231465,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS GRAY_2 水位在中,,,,unmapped
CCU-231466-1,CCU-231466,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS GRAY_2 水位在低,,,,unmapped
CCU-231504-1,CCU-231504,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 GRAY_2 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231505-1,CCU-231505,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 GRAY_2 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231506-1,CCU-231506,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 GRAY_2 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231507-1,CCU-231507,1,1.實體線路操作水位偵測地線放入水瓶中,面板 GRAY_2 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231467-1,CCU-231467,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD GRAY_3 水位在高 顯示 Full,,,,unmapped
CCU-231468-1,CCU-231468,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD GRAY_3 水位在高,,,,unmapped
CCU-231469-1,CCU-231469,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,LCD GRAY_3 水位在中,,,,unmapped
CCU-231470-1,CCU-231470,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,LCD GRAY_3 水位在低,,,,unmapped
CCU-231471-1,CCU-231471,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_3 水位在高 顯示 Full,,,,unmapped
CCU-231472-1,CCU-231472,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_3 水位在高,,,,unmapped
CCU-231473-1,CCU-231473,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android GRAY_3 水位在中,,,,unmapped
CCU-231474-1,CCU-231474,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android GRAY_3 水位在低,,,,unmapped
CCU-231475-1,CCU-231475,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_3 水位在高 顯示 Full,,,,unmapped
CCU-231476-1,CCU-231476,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS GRAY_3 水位在高,,,,unmapped
CCU-231477-1,CCU-231477,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS GRAY_3 水位在中,,,,unmapped
CCU-231478-1,CCU-231478,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS GRAY_3 水位在低,,,,unmapped
CCU-231508-1,CCU-231508,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 GRAY_3 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231509-1,CCU-231509,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 GRAY_3 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231510-1,CCU-231510,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 GRAY_3 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231511-1,CCU-231511,1,1.實體線路操作水位偵測地線放入水瓶中,面板 GRAY_3 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231479-1,CCU-231479,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD BLACK_2 水位在高 顯示 Full,,,,unmapped
CCU-231480-1,CCU-231480,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,LCD BLACK_2 水位在高,,,,unmapped
CCU-231481-1,CCU-231481,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,LCD BLACK_2 水位在中,,,,unmapped
CCU-231482-1,CCU-231482,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,LCD BLACK_2 水位在低,,,,unmapped
CCU-231483-1,CCU-231483,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android BLACK_2 水位在高 顯示 Full,,,,unmapped
CCU-231484-1,CCU-231484,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android BLACK_2 水位在高,,,,unmapped
CCU-231485-1,CCU-231485,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android BLACK_2 水位在中,,,,unmapped
CCU-231486-1,CCU-231486,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android BLACK_2 水位在低,,,,unmapped
CCU-231487-1,CCU-231487,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS BLACK_2 水位在高 顯示 Full,,,,unmapped
CCU-231488-1,CCU-231488,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,iOS BLACK_2 水位在高,,,,unmapped
CCU-231489-1,CCU-231489,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,iOS BLACK_2 水位在中,,,,unmapped
CCU-231490-1,CCU-231490,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,iOS BLACK_2 水位在低,,,,unmapped
CCU-231512-1,CCU-231512,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 BLACK_2 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231513-1,CCU-231513,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 BLACK_2 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231514-1,CCU-231514,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 BLACK_2 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231515-1,CCU-231515,1,1.實體線路操作水位偵測地線放入水瓶中,面板 BLACK_2 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-232132-1,CCU-232132,1,長按面板 SELECT 按鈕,進入編輯模式,,,,unmapped
CCU-232133-1,CCU-232133,1,長按面板 SELECT 按鈕 設定 WATER HEATER ELECTRIC 按鈕 ON,WATER HEATER ELECTRIC 按鈕 ON,,,,unmapped
CCU-232134-1,CCU-232134,1,長按面板 SELECT 按鈕 設定 WATER HEATER GAS 按鈕 ON,WATER HEATER GAS 按鈕 ON,,,,unmapped
CCU-232135-1,CCU-232135,1,長按面板 SELECT 按鈕 設定 LIGHT1 按鈕 ON,LIGHT1 按鈕 ON,,,,unmapped
CCU-232136-1,CCU-232136,1,長按面板 SELECT 按鈕 設定 LIGHT2 按鈕 ON,LIGHT2 按鈕 ON,,,,unmapped
CCU-232137-1,CCU-232137,1,長按面板 SELECT 按鈕 設定 LIGHT3 按鈕 ON,LIGHT3 按鈕 ON,,,,unmapped
CCU-232138-1,CCU-232138,1,長按面板 SELECT 按鈕 設定 TANK HEATER 按鈕 ON,TANK HEATER 按鈕 ON,,,,unmapped
CCU-232139-1,CCU-232139,1,長按面板 SELECT 按鈕 設定 WATER PUMP 按鈕 ON,WATER PUMP 按鈕 ON,,,,unmapped
CCU-232140-1,CCU-232140,1,長按面板 SELECT 按鈕 設定 LIGHT4 按鈕 ON,LIGHT4 按鈕 ON,,,,unmapped
CCU-232141-1,CCU-232141,1,長按面板 SELECT 按鈕 設定 LIGHT5 按鈕 ON,LIGHT5 按鈕 ON,,,,unmapped
CCU-232142-1,CCU-232142,1,長按面板 SELECT 按鈕 設定 LIGHT6 按鈕 ON,LIGHT6 按鈕 ON,,,,unmapped
CCU-232143-1,CCU-232143,1,長按面板 SELECT 按鈕 設定 FRIDGE 按鈕 ON,FRIDGE 按鈕 ON,,,,unmapped
CCU-232144-1,CCU-232144,1,長按面板 SELECT 按鈕 設定 AWNING1 按鈕 ON,AWNING1 按鈕 ON,,,,unmapped
CCU-232145-1,CCU-232145,1,長按面板 SELECT 按鈕 設定 AWNING2 按鈕 ON,AWNING2 按鈕 ON,,,,unmapped
CCU-232146-1,CCU-232146,1,長按面板 SELECT 按鈕 設定 SLIDE1 按鈕 ON,SLIDE1 按鈕 ON,,,,unmapped
CCU-232147-1,CCU-232147,1,長按面板 SELECT 按鈕 設定 SLIDE2 按鈕 ON,SLIDE2 按鈕 ON,,,,unmapped
CCU-232148-1,CCU-232148,1,長按面板 SELECT 按鈕 設定 SLIDE3 按鈕 ON,SLIDE3 按鈕 ON,,,,unmapped
CCU-232149-1,CCU-232149,1,長按面板 SELECT 按鈕 設定 SLIDE4 按鈕 ON,SLIDE4 按鈕 ON,,,,unmapped
CCU-232150-1,CCU-232150,1,長按面板 SELECT 按鈕 設定 SLIDE5 按鈕 ON,SLIDE5 按鈕 ON,,,,unmapped
CCU-232151-1,CCU-232151,1,長按面板 SELECT 按鈕 設定 GRAY2 水位顯示 ON,GRAY2 水位顯示 ON,,,,unmapped
CCU-232152-1,CCU-232152,1,長按面板 SELECT 按鈕 設定 GRAY3 水位顯示 ON,GRAY3 水位顯示 ON,,,,unmapped
CCU-232153-1,CCU-232153,1,長按面板 SELECT 按鈕 設定 BLACK2 水位顯示 ON,BLACK2 水位顯示 ON,,,,unmapped
CCU-232154-1,CCU-232154,1,長按面板 SELECT 按鈕 設定 WiFi 燈 ON,WiFi 燈 ON,,,,unmapped
CCU-232155-1,CCU-232155,1,查看 APP,WATER HEATER ELECTRIC 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232156-1,CCU-232156,1,查看 APP,WATER HEATER GAS 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232157-1,CCU-232157,1,查看 APP,LIGHT1 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232158-1,CCU-232158,1,查看 APP,LIGHT2 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232159-1,CCU-232159,1,查看 APP,LIGHT3 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232160-1,CCU-232160,1,查看 APP,TANK HEATER 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232161-1,CCU-232161,1,查看 APP,WATER PUMP 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232162-1,CCU-232162,1,查看 APP,LIGHT4 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232163-1,CCU-232163,1,查看 APP,LIGHT5 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232164-1,CCU-232164,1,查看 APP,LIGHT6 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232165-1,CCU-232165,1,查看 APP,FRIDGE 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232166-1,CCU-232166,1,查看 APP,AWNING1 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232167-1,CCU-232167,1,查看 APP,AWNING2 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232168-1,CCU-232168,1,查看 APP,SLIDE1 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232169-1,CCU-232169,1,查看 APP,SLIDE2 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232170-1,CCU-232170,1,查看 APP,SLIDE3 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232171-1,CCU-232171,1,查看 APP,SLIDE4 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232172-1,CCU-232172,1,查看 APP,SLIDE5 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232173-1,CCU-232173,1,查看 APP,GRAY2 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232174-1,CCU-232174,1,查看 APP,GRAY3 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232175-1,CCU-232175,1,查看 APP,BLACK2 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232176-1,CCU-232176,1,查看 APP,WiFi 有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-232177-1,CCU-232177,1,長按面板 SELECT 按鈕,進入編輯模式,,,,unmapped
CCU-232178-1,CCU-232178,1,長按面板 SELECT 按鈕 設定 WATER HEATER ELECTRIC 按鈕 OFF,WATER HEATER ELECTRIC 按鈕 OFF,,,,unmapped
CCU-232179-1,CCU-232179,1,長按面板 SELECT 按鈕 設定 WATER HEATER GAS 按鈕 OFF,WATER HEATER GAS 按鈕 OFF,,,,unmapped
CCU-232180-1,CCU-232180,1,長按面板 SELECT 按鈕 設定 LIGHT1 按鈕 OFF,LIGHT1 按鈕 OFF,,,,unmapped
CCU-232181-1,CCU-232181,1,長按面板 SELECT 按鈕 設定 LIGHT2 按鈕 OFF,LIGHT2 按鈕 OFF,,,,unmapped
CCU-232182-1,CCU-232182,1,長按面板 SELECT 按鈕 設定 LIGHT3 按鈕 OFF,LIGHT3 按鈕 OFF,,,,unmapped
CCU-232183-1,CCU-232183,1,長按面板 SELECT 按鈕 設定 TANK HEATER 按鈕 OFF,TANK HEATER 按鈕 OFF,,,,unmapped
CCU-232184-1,CCU-232184,1,長按面板 SELECT 按鈕 設定 WATER PUMP 按鈕 OFF,WATER PUMP 按鈕 OFF,,,,unmapped
